District,Mandal,GP_Name,GP_Code,total_activities,total_estimated_cost,total_sc_fund,total_st_fund,water_activities,livelihood_activities,total_estimated_cost_lakhs,sc_st_fund_share_pct,drought_risk_score,drought_flag,total_rain_mm,predicted_rainfall_mm,drought_probability,drought_probability_pct,predicted_drought_flag,risk_norm,water_gap_norm,fund_gap_norm,rain_stress_norm,livelihood_need_norm,inclusion_need_norm,priority_score,priority_tier,priority_rank
Kamareddy,Yellareddy,Advilingal,209885,13,3042490.0,0.0,0.0,2,0,30.42,0.0,2.64,0.0,2.5,0.27,0.2292,22.9,NO_DROUGHT,0.0264,0.9696969696969697,0.9362694330690274,0.9012875536480687,1.0,1.0,35.33,MEDIUM,4778
Medak,Shivampet,Gangaipally,206927,39,1079442.0,0.0,0.0,3,9,10.79,0.0,3.29,0.0,0.3,0.39,0.2204,22.0,NO_DROUGHT,0.0329,0.9545454545454546,0.9773890955667552,0.8497854077253219,0.8301886792452831,1.0,35.33,MEDIUM,4779
Bhadradri Kothagudem,Dummugudem,Nadikudi,202309,65,2923114.0,0.0,0.0,22,0,29.23,0.0,10.38,0.0,0.0,1.74,0.3966,39.7,NO_DROUGHT,0.1038,0.6666666666666667,0.9387699836568525,0.2703862660944206,1.0,1.0,35.33,MEDIUM,4780
Wanaparthy,Peddamandadi,Chilkatonipally,280346,30,834762.0,0.0,0.0,14,0,8.35,0.0,11.32,0.0,0.0,1.0,0.226,22.6,NO_DROUGHT,0.11320000000000001,0.7878787878787878,0.982514369640514,0.5879828326180258,1.0,1.0,35.33,MEDIUM,4781
Siddipet,Dubbak,Ramakkapet,206229,50,5615075.0,0.0,0.0,17,0,56.15,0.0,10.25,0.0,0.0,0.12,0.2368,23.7,NO_DROUGHT,0.1025,0.7424242424242424,0.8823818934129839,0.9656652360515021,1.0,1.0,35.32,MEDIUM,4782
Nizamabad,Makloor,Mamidipally,209601,34,3894360.0,0.0,0.0,3,0,38.94,0.0,2.14,0.0,2.4,0.19,0.2469,24.7,NO_DROUGHT,0.021400000000000002,0.9545454545454546,0.9184254440825435,0.9356223175965666,1.0,1.0,35.32,MEDIUM,4783
Siddipet,Bejjanki,Kallepally,200947,57,3793670.0,0.0,0.0,19,0,37.94,0.0,11.33,0.0,0.0,0.22,0.229,22.9,NO_DROUGHT,0.1133,0.7121212121212122,0.920534581921708,0.9227467811158798,1.0,1.0,35.32,MEDIUM,4784
Peddapalli,Odela,Odela,201744,49,11718437.0,0.0,0.0,5,0,117.18,0.0,10.39,0.0,0.0,0.31,0.1921,19.2,NO_DROUGHT,0.1039,0.9242424242424242,0.7545357146433068,0.8841201716738197,1.0,1.0,35.31,MEDIUM,4785
Nizamabad,Dichpalle,Koratpally,209384,38,2935725.0,0.0,0.0,4,0,29.36,0.0,2.81,0.0,3.0,0.16,0.2331,23.3,NO_DROUGHT,0.0281,0.9393939393939394,0.9385058229925392,0.9484978540772532,1.0,1.0,35.31,MEDIUM,4786
Wanaparthy,Wanaparthy,Chityala,206068,43,5457557.0,0.0,0.0,16,0,54.58,0.0,13.12,0.0,0.0,0.93,0.2437,24.4,NO_DROUGHT,0.13119999999999998,0.7575757575757576,0.8856813985689032,0.6180257510729614,1.0,1.0,35.31,MEDIUM,4787
Khammam,Singareni,Chinnamadampalli,279114,21,3696073.0,0.0,0.0,18,0,36.96,0.0,10.7,0.0,0.0,0.16,0.2249,22.5,NO_DROUGHT,0.107,0.7272727272727273,0.9225789311687925,0.9484978540772532,1.0,1.0,35.31,MEDIUM,4788
Siddipet,Chinnakodur,Chowdaram,206155,34,2410398.0,0.0,0.0,16,0,24.1,0.0,14.77,0.0,0.0,0.74,0.1724,17.2,NO_DROUGHT,0.1477,0.7575757575757576,0.9495097663199279,0.6995708154506438,1.0,1.0,35.31,MEDIUM,4789
Suryapet,Chivvemla,Jaganathanda,280925,47,2143950.0,0.0,0.0,14,0,21.44,0.0,10.8,0.0,0.0,0.36,0.1908,19.1,NO_DROUGHT,0.10800000000000001,0.7878787878787878,0.9550910113191305,0.8626609442060086,1.0,1.0,35.31,MEDIUM,4790
Mancherial,Tandur,Madaram,280090,66,4203233.0,0.0,0.0,19,0,42.03,0.0,14.07,0.0,0.0,0.52,0.2082,20.8,NO_DROUGHT,0.1407,0.7121212121212122,0.9119555291774262,0.7939914163090129,1.0,1.0,35.31,MEDIUM,4791
Karimnagar,Gangadhara,Ryalapally,201187,49,2907379.0,0.0,0.0,18,0,29.07,0.0,11.32,0.0,0.0,0.51,0.2371,23.7,NO_DROUGHT,0.11320000000000001,0.7272727272727273,0.9390995822654458,0.7982832618025751,1.0,1.0,35.31,MEDIUM,4792
Siddipet,Gajwel,Datarpalle,206241,62,1639130.0,0.0,0.0,23,0,16.39,0.0,10.35,0.0,0.0,0.11,0.2546,25.5,NO_DROUGHT,0.1035,0.6515151515151515,0.9656653976928223,0.9699570815450643,1.0,1.0,35.3,MEDIUM,4793
Mahabubnagar,Addakal,Ponnakal,204778,52,12385340.0,0.0,0.0,4,1,123.85,0.0,11.59,0.0,0.0,1.79,0.2937,29.4,NO_DROUGHT,0.1159,0.9393939393939394,0.7405662007655401,0.24892703862660948,0.9811320754716981,1.0,35.3,MEDIUM,4794
Kamareddy,Bichkunda,Shantapur,209299,25,4619060.0,0.0,0.0,2,0,46.19,0.0,1.93,0.0,0.5,0.28,0.2548,25.5,NO_DROUGHT,0.019299999999999998,0.9696969696969697,0.9032452653950619,0.8969957081545065,1.0,1.0,35.3,MEDIUM,4795
Medak,Papannapet,Arepally,280474,23,858520.0,0.0,0.0,18,0,8.59,0.0,10.23,0.0,0.0,0.3,0.2212,22.1,NO_DROUGHT,0.1023,0.7272727272727273,0.9820167144932017,0.8884120171673819,1.0,1.0,35.3,MEDIUM,4796
Nizamabad,Dichpalle,Mittapally,209387,40,3002442.0,0.0,0.0,4,0,30.02,0.0,2.81,0.0,3.0,0.16,0.2331,23.3,NO_DROUGHT,0.0281,0.9393939393939394,0.9371083123239967,0.9484978540772532,1.0,1.0,35.3,MEDIUM,4797
Bhadradri Kothagudem,Dummugudem,Narsapuram,202310,65,4139168.0,0.0,0.0,21,0,41.39,0.0,10.38,0.0,0.0,1.74,0.3966,39.7,NO_DROUGHT,0.1038,0.6818181818181819,0.9132974888126042,0.2703862660944206,1.0,1.0,35.3,MEDIUM,4798
Nagarkurnool,Charakonda,Sirsangandla,205997,30,4707716.0,0.0,0.0,14,0,47.08,0.0,13.59,0.0,0.0,0.86,0.2043,20.4,NO_DROUGHT,0.1359,0.7878787878787878,0.9013882018905534,0.648068669527897,1.0,1.0,35.3,MEDIUM,4799
Mahabubabad,Kuravi,Bangarigudem,278130,19,1147211.0,0.0,0.0,13,0,11.47,0.0,10.72,0.0,0.0,0.24,0.1642,16.4,NO_DROUGHT,0.1072,0.803030303030303,0.9759695488171044,0.9141630901287554,1.0,1.0,35.3,MEDIUM,4800
Nirmal,Lokeswaram,Bhagapur,281507,22,1307841.0,0.0,0.0,17,0,13.08,0.0,10.18,0.0,0.0,0.19,0.2072,20.7,NO_DROUGHT,0.1018,0.7424242424242424,0.9726048570790471,0.9356223175965666,1.0,1.0,35.3,MEDIUM,4801
Bhadradri Kothagudem,Dummugudem,Ramachandrunipeta,279709,67,895380.0,0.0,0.0,24,0,8.95,0.0,10.38,0.0,0.0,1.74,0.3966,39.7,NO_DROUGHT,0.1038,0.6363636363636364,0.9812446137806027,0.2703862660944206,1.0,1.0,35.3,MEDIUM,4802
Mancherial,Jaipur,Kundaram,195231,55,3511400.0,0.0,0.0,17,0,35.11,0.0,10.46,0.0,0.0,0.14,0.216,21.6,NO_DROUGHT,0.10460000000000001,0.7424242424242424,0.9264472479050327,0.9570815450643777,1.0,1.0,35.29,MEDIUM,4803
Siddipet,Maddur,Maddur,213763,33,5839722.0,0.0,0.0,10,0,58.4,0.0,10.42,0.0,0.0,1.34,0.2755,27.5,NO_DROUGHT,0.1042,0.8484848484848485,0.8776762474883162,0.4420600858369099,1.0,1.0,35.29,MEDIUM,4804
Nirmal,Lokeswaram,Pipri,195450,21,2431428.0,0.0,0.0,16,0,24.31,0.0,10.18,0.0,0.0,0.19,0.2072,20.7,NO_DROUGHT,0.1018,0.7575757575757576,0.9490692541662122,0.9356223175965666,1.0,1.0,35.29,MEDIUM,4805
Nirmal,Lokeswaram,Narsimha Nagar Thanda,281510,22,1350777.0,0.0,0.0,17,0,13.51,0.0,10.18,0.0,0.0,0.19,0.2072,20.7,NO_DROUGHT,0.1018,0.7424242424242424,0.9717054833352555,0.9356223175965666,1.0,1.0,35.29,MEDIUM,4806
Mahabubabad,Kesamudram,Gandhi Nagar,279584,21,1852197.0,0.0,0.0,17,0,18.52,0.0,11.98,0.0,0.0,0.62,0.2157,21.6,NO_DROUGHT,0.1198,0.7424242424242424,0.9612023162351079,0.7510729613733906,1.0,1.0,35.29,MEDIUM,4807
Mahabubabad,Kesamudram,Tourya Thanda (Zptc Thanda),279621,20,764587.0,0.0,0.0,18,0,7.65,0.0,11.98,0.0,0.0,0.62,0.2157,21.6,NO_DROUGHT,0.1198,0.7272727272727273,0.9839843144996199,0.7510729613733906,1.0,1.0,35.29,MEDIUM,4808
Khammam,Madhira,Chilukuru,202554,43,1732453.0,0.0,0.0,23,0,17.32,0.0,10.35,0.0,0.0,0.19,0.2616,26.2,NO_DROUGHT,0.1035,0.6515151515151515,0.9637105752619518,0.9356223175965666,1.0,1.0,35.29,MEDIUM,4809
Khammam,Thirumalayapalem,Jupeda,202766,36,2704611.0,0.0,0.0,13,0,27.05,0.0,10.38,0.0,0.0,0.26,0.1846,18.5,NO_DROUGHT,0.1038,0.803030303030303,0.9433469321648569,0.9055793991416309,1.0,1.0,35.29,MEDIUM,4810
Mahabubabad,Thorrur,Fathepur,214192,29,2583069.0,0.0,0.0,10,0,25.83,0.0,10.84,0.0,0.0,0.56,0.1731,17.3,NO_DROUGHT,0.1084,0.8484848484848485,0.9458928536192985,0.7768240343347639,1.0,1.0,35.28,MEDIUM,4811
Nagarkurnool,Tadoor,Yatdhar Pally,280236,40,1894393.0,0.0,0.0,31,0,18.94,0.0,12.63,0.0,0.0,0.87,0.3527,35.3,NO_DROUGHT,0.1263,0.5303030303030303,0.9603184431567349,0.6437768240343348,1.0,1.0,35.28,MEDIUM,4812
Nirmal,Kubeer,Belgaon,195387,24,2742001.0,0.0,0.0,19,0,27.42,0.0,11.01,0.0,0.0,0.24,0.226,22.6,NO_DROUGHT,0.1101,0.7121212121212122,0.942563729624323,0.9141630901287554,1.0,1.0,35.28,MEDIUM,4813
Suryapet,Penpahad,Annaram Bridge,281640,20,4221900.0,0.0,0.0,9,0,42.22,0.0,11.65,0.0,0.0,0.48,0.1565,15.7,NO_DROUGHT,0.1165,0.8636363636363636,0.9115645144188237,0.8111587982832618,1.0,1.0,35.28,MEDIUM,4814
Siddipet,Kondapak,Velikatta,206421,54,3687676.0,0.0,0.0,18,0,36.88,0.0,10.22,0.0,0.0,0.23,0.2375,23.8,NO_DROUGHT,0.10220000000000001,0.7272727272727273,0.9227548218276014,0.9184549356223176,1.0,1.0,35.27,MEDIUM,4815
Kamareddy,Machareddy,Akkapur,209538,21,2556498.0,0.0,0.0,2,0,25.56,0.0,11.14,0.0,0.0,2.35,0.2483,24.8,NO_DROUGHT,0.1114,0.9696969696969697,0.946449432242046,0.008583690987124526,1.0,1.0,35.27,MEDIUM,4816
Peddapalli,Palakurthy,Ranapur,201389,49,2840430.0,0.0,0.0,19,0,28.4,0.0,10.33,0.0,0.0,0.35,0.248,24.8,NO_DROUGHT,0.1033,0.7121212121212122,0.9405019526020653,0.8669527896995708,1.0,1.0,35.27,MEDIUM,4817
Hanumakonda,Velair,Kammaripeta,213418,51,2949564.0,0.0,0.0,16,0,29.5,0.0,10.76,0.0,0.0,0.28,0.2079,20.8,NO_DROUGHT,0.1076,0.7575757575757576,0.9382159396023694,0.8969957081545065,1.0,1.0,35.27,MEDIUM,4818
Siddipet,Kondapak,Sirsingandla,206418,46,6916596.0,0.0,0.0,15,0,69.17,0.0,10.22,0.0,0.0,0.23,0.2375,23.8,NO_DROUGHT,0.10220000000000001,0.7727272727272727,0.8551191345534424,0.9184549356223176,1.0,1.0,35.27,MEDIUM,4819
Vikarabad,Bomraspeta,Metlakunta,204979,19,5591780.0,0.0,0.0,2,0,55.92,0.0,5.42,0.0,4.5,0.82,0.2452,24.5,NO_DROUGHT,0.0542,0.9696969696969697,0.882869850170987,0.665236051502146,1.0,1.0,35.27,MEDIUM,4820
Nizamabad,Bodhan,Mawandikurd,209341,34,2043654.0,0.0,0.0,8,0,20.44,0.0,1.55,0.0,1.2,0.04,0.2729,27.3,NO_DROUGHT,0.0155,0.8787878787878788,0.957191896101302,1.0,1.0,1.0,35.27,MEDIUM,4821
Narayanpet,Narva,Lakkardoddi,280447,30,580387.0,0.0,0.0,26,0,5.8,0.0,11.37,0.0,0.0,0.32,0.2712,27.1,NO_DROUGHT,0.1137,0.6060606060606061,0.9878427233780994,0.8798283261802575,1.0,1.0,35.26,MEDIUM,4822
Nizamabad,Dichpalle,Mentrajpally,209386,41,5357640.0,0.0,0.0,2,0,53.58,0.0,2.81,0.0,3.0,0.16,0.2331,23.3,NO_DROUGHT,0.0281,0.9696969696969697,0.887774344496759,0.9484978540772532,1.0,1.0,35.26,MEDIUM,4823
Khammam,Madhira,Mahadevapuram,202565,46,2926987.0,0.0,0.0,22,0,29.27,0.0,10.35,0.0,0.0,0.19,0.2616,26.2,NO_DROUGHT,0.1035,0.6666666666666667,0.9386888565255477,0.9356223175965666,1.0,1.0,35.26,MEDIUM,4824
Mulugu,Venkatapuram,Veerabhadravaram,202828,31,1123935.0,0.0,0.0,6,0,11.24,0.0,10.65,0.0,0.0,1.38,0.1977,19.8,NO_DROUGHT,0.1065,0.9090909090909091,0.9764571075850496,0.424892703862661,1.0,1.0,35.26,MEDIUM,4825
Suryapet,Penpahad,Dosa Pahad,207998,26,5406500.0,0.0,0.0,8,0,54.06,0.0,11.65,0.0,0.0,0.48,0.1565,15.7,NO_DROUGHT,0.1165,0.8787878787878788,0.8867508816422394,0.8111587982832618,1.0,1.0,35.26,MEDIUM,4826
Mahabubabad,Maripeda,Anepuram,213810,22,2316038.0,0.0,0.0,15,0,23.16,0.0,11.17,0.0,0.0,0.47,0.2019,20.2,NO_DROUGHT,0.1117,0.7727272727272727,0.9514863106292294,0.8154506437768241,1.0,1.0,35.26,MEDIUM,4827
Vikarabad,Tandur,Rampur Meedi Tanda,277814,25,1160000.0,0.0,0.0,22,0,11.6,0.0,15.2,0.0,0.0,0.48,0.1838,18.4,NO_DROUGHT,0.152,0.6666666666666667,0.9757016596143526,0.8111587982832618,1.0,1.0,35.25,MEDIUM,4828
Medak,Tekmal,Tamploor,206976,23,3571929.0,0.0,0.0,18,0,35.72,0.0,10.98,0.0,0.0,0.23,0.2219,22.2,NO_DROUGHT,0.10980000000000001,0.7272727272727273,0.9251793563143406,0.9184549356223176,1.0,1.0,35.24,MEDIUM,4829
Nizamabad,Bheemgal,Gongoppula,209252,16,5132634.0,0.0,0.0,14,0,51.33,0.0,10.18,0.0,0.0,0.7,0.2533,25.3,NO_DROUGHT,0.1018,0.7878787878787878,0.8924875103388391,0.7167381974248928,1.0,1.0,35.24,MEDIUM,4830
Mancherial,Luxettipet,Kotha Kommugudem,280072,41,2329650.0,0.0,0.0,22,0,23.3,0.0,10.18,0.0,0.0,0.19,0.2587,25.9,NO_DROUGHT,0.1018,0.6666666666666667,0.9512011821729109,0.9356223175965666,1.0,1.0,35.24,MEDIUM,4831
Mahabubabad,Narsimhulapet,Bojjannapeta,213950,53,2498917.0,0.0,0.0,17,0,24.99,0.0,11.8,0.0,0.0,0.51,0.213,21.3,NO_DROUGHT,0.11800000000000001,0.7424242424242424,0.9476555725332063,0.7982832618025751,1.0,1.0,35.24,MEDIUM,4832
Bhadradri Kothagudem,Allapalli,Markodu,202346,53,4928324.0,0.0,0.0,15,0,49.28,0.0,11.33,0.0,0.0,0.27,0.2031,20.3,NO_DROUGHT,0.1133,0.7727272727272727,0.896767160273487,0.9012875536480687,1.0,1.0,35.24,MEDIUM,4833
Medak,Papannapet,Dhakya Thanda,281983,25,1221200.0,0.0,0.0,18,0,12.21,0.0,10.23,0.0,0.0,0.3,0.2212,22.1,NO_DROUGHT,0.1023,0.7272727272727273,0.9744197126905582,0.8884120171673819,1.0,1.0,35.23,MEDIUM,4834
Medak,Shivampet,Danthanpally,281201,40,1576651.0,0.0,0.0,3,9,15.77,0.0,3.29,0.0,0.3,0.39,0.2204,22.0,NO_DROUGHT,0.0329,0.9545454545454546,0.9669741356315765,0.8497854077253219,0.8301886792452831,1.0,35.23,MEDIUM,4835
Medak,Papannapet,Shanaipally,280491,25,1197100.0,0.0,0.0,18,0,11.97,0.0,10.23,0.0,0.0,0.3,0.2212,22.1,NO_DROUGHT,0.1023,0.7272727272727273,0.9749245316589151,0.8884120171673819,1.0,1.0,35.23,MEDIUM,4836
Sangareddy,Chowtakur,Badrigudem,279016,52,2517236.0,0.0,0.0,21,0,25.17,0.0,12.52,0.0,0.0,0.28,0.2163,21.6,NO_DROUGHT,0.1252,0.6818181818181819,0.9472718472767195,0.8969957081545065,1.0,1.0,35.23,MEDIUM,4837
Nizamabad,Dichpalle,Sampally,209391,44,2211110.0,0.0,0.0,5,0,22.11,0.0,2.81,0.0,3.0,0.16,0.2331,23.3,NO_DROUGHT,0.0281,0.9242424242424242,0.9536842211981822,0.9484978540772532,1.0,1.0,35.23,MEDIUM,4838
Mahabubabad,Danthalapalle,Vemulapally,213968,52,2552953.0,0.0,0.0,17,0,25.53,0.0,13.37,0.0,0.0,0.57,0.1894,18.9,NO_DROUGHT,0.13369999999999999,0.7424242424242424,0.9465236888081383,0.7725321888412018,1.0,1.0,35.22,MEDIUM,4839
Wanaparthy,Atmakur,Pinamcherla,204877,34,2515769.0,0.0,0.0,16,0,25.16,0.0,10.22,0.0,0.0,0.07,0.1941,19.4,NO_DROUGHT,0.10220000000000001,0.7575757575757576,0.9473025762985693,0.9871244635193133,1.0,1.0,35.22,MEDIUM,4840
Nalgonda,Kattangoor,Kattangur,207561,9,11265534.0,0.0,0.0,2,1,112.66,0.0,10.66,0.0,0.0,0.38,0.1585,15.8,NO_DROUGHT,0.1066,0.9696969696969697,0.7640226036568248,0.8540772532188841,0.9811320754716981,1.0,35.22,MEDIUM,4841
Mahabubabad,Narsimhulapet,Azmeera Thanda,279258,49,1536888.0,0.0,0.0,18,0,15.37,0.0,11.8,0.0,0.0,0.51,0.213,21.3,NO_DROUGHT,0.11800000000000001,0.7272727272727273,0.9678070450356752,0.7982832618025751,1.0,1.0,35.21,MEDIUM,4842
Mulugu,Tadvai,Oorattam,214182,56,3511209.0,0.0,0.0,9,0,35.11,0.0,10.74,0.0,0.0,0.46,0.1622,16.2,NO_DROUGHT,0.1074,0.8636363636363636,0.9264512487524583,0.8197424892703863,1.0,1.0,35.21,MEDIUM,4843
Kamareddy,Jukkal,Gulla Big,209453,24,7061936.0,0.0,0.0,2,1,70.62,0.0,2.12,0.0,1.7,0.12,0.2545,25.4,NO_DROUGHT,0.0212,0.9696969696969697,0.852074720077882,0.9656652360515021,0.9811320754716981,1.0,35.21,MEDIUM,4844
Nagarkurnool,Kalwakurthy,Marchal,205302,32,6258660.0,0.0,0.0,19,0,62.59,0.0,10.37,0.0,0.0,0.44,0.2814,28.1,NO_DROUGHT,0.10369999999999999,0.7121212121212122,0.868900818070659,0.8283261802575107,1.0,1.0,35.21,MEDIUM,4845
Jogulamba Gadwal,Alampur,Bairampalle,278539,23,1048000.0,0.0,0.0,18,0,10.48,0.0,13.43,0.0,0.0,0.7,0.1956,19.6,NO_DROUGHT,0.1343,0.7272727272727273,0.9780477062722772,0.7167381974248928,1.0,1.0,35.21,MEDIUM,4846
Nizamabad,Dichpalle,Mullangi,209715,39,2317638.0,0.0,0.0,5,0,23.18,0.0,2.81,0.0,3.0,0.16,0.2331,23.3,NO_DROUGHT,0.0281,0.9242424242424242,0.9514527956769734,0.9484978540772532,1.0,1.0,35.21,MEDIUM,4847
Mahabubabad,Narsimhulapet,Pakeera Thanda,279244,52,1579401.0,0.0,0.0,18,0,15.79,0.0,11.8,0.0,0.0,0.51,0.213,21.3,NO_DROUGHT,0.11800000000000001,0.7272727272727273,0.9669165318073863,0.7982832618025751,1.0,1.0,35.2,MEDIUM,4848
Kamareddy,Nizamsagar,Mallur Tanda,278485,30,1231100.0,0.0,0.0,2,1,12.31,0.0,2.73,0.0,0.6,0.96,0.2662,26.6,NO_DROUGHT,0.0273,0.9696969696969697,0.9742123389234738,0.6051502145922747,0.9811320754716981,1.0,35.2,MEDIUM,4849
Rajanna Sircilla,Ellanthakunta,Venkatraopally,278401,46,1250424.0,0.0,0.0,16,0,12.5,0.0,12.79,0.0,0.0,1.2,0.2332,23.3,NO_DROUGHT,0.12789999999999999,0.7575757575757576,0.9738075620876011,0.5021459227467812,1.0,1.0,35.2,MEDIUM,4850
Karimnagar,Veenavanka,Kanaparthi,202031,18,2232684.0,0.0,0.0,15,0,22.33,0.0,12.85,0.0,0.0,1.0,0.2143,21.4,NO_DROUGHT,0.1285,0.7727272727272727,0.9532323139606994,0.5879828326180258,1.0,1.0,35.2,MEDIUM,4851
Nizamabad,Mendora,Velkatoor,209227,64,5138242.0,0.0,0.0,19,0,51.38,0.0,10.18,0.0,0.0,0.2,0.2541,25.4,NO_DROUGHT,0.1018,0.7121212121212122,0.8923700404311816,0.9313304721030042,1.0,1.0,35.2,MEDIUM,4852
Rajanna Sircilla,Rudrangi,Degavath Thanda,278933,47,1368480.0,0.0,128500.0,20,0,13.68,9.39,11.81,0.0,0.0,0.44,0.2231,22.3,NO_DROUGHT,0.11810000000000001,0.696969696969697,0.9713346613353874,0.8283261802575107,1.0,0.9061,35.2,MEDIUM,4853
Nizamabad,Mendora,Doodgaon,209211,53,7289400.0,0.0,0.0,17,0,72.89,0.0,10.18,0.0,0.0,0.2,0.2541,25.4,NO_DROUGHT,0.1018,0.7424242424242424,0.8473100668903986,0.9313304721030042,1.0,1.0,35.2,MEDIUM,4854
Wanaparthy,Ghanpur,Ghanpur,205172,56,11887280.0,0.0,0.0,10,0,118.87,0.0,14.77,0.0,0.0,1.25,0.236,23.6,NO_DROUGHT,0.1477,0.8484848484848485,0.7509989864659501,0.48068669527897,1.0,1.0,35.19,MEDIUM,4855
Siddipet,Markook,Yerravalle,206284,34,2432282.0,0.0,0.0,22,0,24.32,0.0,10.57,0.0,0.0,0.18,0.2498,25.0,NO_DROUGHT,0.1057,0.6666666666666667,0.9490513655604457,0.9399141630901288,1.0,1.0,35.19,MEDIUM,4856
Nizamabad,Jakranpalle,Thorlikonda,209446,57,8179921.0,0.0,0.0,12,0,81.8,0.0,12.45,0.0,0.0,0.69,0.2164,21.6,NO_DROUGHT,0.1245,0.8181818181818181,0.8286564613916338,0.721030042918455,1.0,1.0,35.18,MEDIUM,4857
Wanaparthy,Wanaparthy,Mentapally,206073,50,1709514.0,0.0,0.0,20,0,17.1,0.0,13.12,0.0,0.0,0.93,0.2437,24.4,NO_DROUGHT,0.13119999999999998,0.696969696969697,0.964191074943078,0.6180257510729614,1.0,1.0,35.18,MEDIUM,4858
Wanaparthy,Madanapur,Ajjakole,205464,57,13613902.0,0.0,0.0,7,0,136.14,0.0,12.11,0.0,0.0,0.3,0.1892,18.9,NO_DROUGHT,0.1211,0.8939393939393939,0.7148317027820301,0.8884120171673819,1.0,1.0,35.18,MEDIUM,4859
Medak,Alladurg,Reddipally,206096,25,1732884.0,0.0,0.0,18,0,17.33,0.0,10.89,0.0,0.0,0.47,0.2263,22.6,NO_DROUGHT,0.10890000000000001,0.7272727272727273,0.9637015471716879,0.8154506437768241,1.0,1.0,35.18,MEDIUM,4860
Suryapet,Nadigudem,Venugoplapuram,207809,55,3095229.0,0.0,0.0,19,0,30.95,0.0,10.54,0.0,0.0,0.13,0.224,22.4,NO_DROUGHT,0.1054,0.7121212121212122,0.935164717402132,0.9613733905579399,1.0,1.0,35.18,MEDIUM,4861
Mahabubabad,Kesamudram,Katrepalli,213658,20,2378682.0,0.0,0.0,17,0,23.79,0.0,11.98,0.0,0.0,0.62,0.2157,21.6,NO_DROUGHT,0.1198,0.7424242424242424,0.9501741164610238,0.7510729613733906,1.0,1.0,35.18,MEDIUM,4862
Wanaparthy,Chinnambavi,Bekkem,206007,61,4736399.0,0.0,0.0,14,0,47.36,0.0,12.6,0.0,0.0,0.55,0.1913,19.1,NO_DROUGHT,0.126,0.7878787878787878,0.9007873835308279,0.7811158798283262,1.0,1.0,35.18,MEDIUM,4863
Nirmal,Lokeswaram,Kankapur,195444,22,1949013.0,0.0,0.0,17,0,19.49,0.0,10.18,0.0,0.0,0.19,0.2072,20.7,NO_DROUGHT,0.1018,0.7424242424242424,0.9591743264740934,0.9356223175965666,1.0,1.0,35.17,MEDIUM,4864
Siddipet,Wargal,Thuniki Maktha,279396,35,941738.0,0.0,0.0,13,0,9.42,0.0,13.75,0.0,0.0,1.86,0.2414,24.1,NO_DROUGHT,0.1375,0.803030303030303,0.9802735599326735,0.2188841201716738,1.0,1.0,35.17,MEDIUM,4865
Wanaparthy,Chinnambavi,Ayyawari Pally,206006,50,1536992.0,0.0,0.0,17,0,15.37,0.0,12.6,0.0,0.0,0.55,0.1913,19.1,NO_DROUGHT,0.126,0.7424242424242424,0.9678048665637785,0.7811158798283262,1.0,1.0,35.17,MEDIUM,4866
Khammam,Singareni,Gate Karepalli,202705,27,2222353.0,0.0,0.0,20,0,22.22,0.0,10.7,0.0,0.0,0.16,0.2249,22.5,NO_DROUGHT,0.107,0.696969696969697,0.9534487158180478,0.9484978540772532,1.0,1.0,35.17,MEDIUM,4867
Nirmal,Lokeswaram,Watoli,288910,22,1943394.0,0.0,0.0,17,0,19.43,0.0,10.18,0.0,0.0,0.19,0.2072,20.7,NO_DROUGHT,0.1018,0.7424242424242424,0.9592920267970476,0.9356223175965666,1.0,1.0,35.17,MEDIUM,4868
Medak,Papannapet,Narsingraopally Thanda,281390,29,1501600.0,0.0,0.0,18,0,15.02,0.0,10.23,0.0,0.0,0.3,0.2212,22.1,NO_DROUGHT,0.1023,0.7272727272727273,0.9685462173076828,0.8884120171673819,1.0,1.0,35.17,MEDIUM,4869
Medak,Papannapet,Seethanagar,280388,25,1512900.0,0.0,0.0,18,0,15.13,0.0,10.23,0.0,0.0,0.3,0.2212,22.1,NO_DROUGHT,0.1023,0.7272727272727273,0.9683095179573743,0.8884120171673819,1.0,1.0,35.17,MEDIUM,4870
Medak,Papannapet,Kompally,280397,50,1563779.0,0.0,0.0,18,0,15.64,0.0,10.23,0.0,0.0,0.3,0.2212,22.1,NO_DROUGHT,0.1023,0.7272727272727273,0.9672437634224765,0.8884120171673819,1.0,1.0,35.16,MEDIUM,4871
Medak,Papannapet,Enkepally,280392,30,1565900.0,0.0,0.0,18,0,15.66,0.0,10.23,0.0,0.0,0.3,0.2212,22.1,NO_DROUGHT,0.1023,0.7272727272727273,0.9671993351638921,0.8884120171673819,1.0,1.0,35.16,MEDIUM,4872
Mahabubnagar,Jadcherla,Narsurullabad,205288,35,7033123.0,0.0,0.0,16,0,70.33,0.0,14.67,0.0,0.0,0.72,0.2052,20.5,NO_DROUGHT,0.1467,0.7575757575757576,0.8526782615274783,0.7081545064377683,1.0,1.0,35.16,MEDIUM,4873
Warangal,Parvathagiri,Gorugutta Thanda,278169,48,1216614.0,0.0,0.0,13,0,12.17,0.0,10.56,0.0,0.0,0.27,0.1644,16.4,NO_DROUGHT,0.1056,0.803030303030303,0.9745157749224621,0.9012875536480687,1.0,1.0,35.16,MEDIUM,4874
